0.07473,0.45781,0.16744,0.45858,0.45605,0.22418,0.36025,0.28682,0.25694,0.28178,0.29105,0.26528,0.27545,0.25561,0.20954,0.22941,0.22802,0.20198,0.19213,0.13556,0.1332,0.11306,0.11276,0.084903,0.071665,0.064133,0.057753,0.033548,0.0050303,0.03403,0.016135,0.0074786,0.0087792,0.020515,0.0034769,0.018789,0.0058619,0.0056142,0.004096,0.0045757,0.0029339,0.004175,0.0042933,0.0036477,0.0043266,0.003378,0.00057998,0.0022662,0.0028372,0.0014489,0.0034788,0.0039059,0.0019512,0.00075151,0.0026225,0.00068633,0.0018746,0.0023142,0.0024733,0.0015019,0.0038868,0.0018746,0.0014372,0
0.058627,0.60617,0.44608,0.40029,0.48175,0.28862,0.35984,0.34956,0.25385,0.2535,0.29848,0.24235,0.26854,0.24501,0.24211,0.2025,0.23143,0.22492,0.18426,0.15128,0.15215,0.15744,0.12542,0.11116,0.087774,0.081238,0.079969,0.065706,0.026623,0.034742,0.026452,0.0088878,0.016821,0.027717,0.01333,0.013564,0.018212,0.015194,0.017353,0.011025,0.0087937,0.011289,0.010081,0.0097524,0.010076,0.0096576,0.0088012,0.008912,0.0077109,0.0099739,0.0082264,0.0082391,0.007456,0.0073951,0.007553,0.0069607,0.0066594,0.0076314,0.0072123,0.0079714,0.006407,0.0068296,0.0072035,0
0.091947,0.85309,0.22448,0.20763,0.49615,0.4445,0.20538,0.306,0.30556,0.27862,0.22522,0.26652,0.28303,0.25355,0.23932,0.23097,0.19788,0.21174,0.20576,0.18605,0.19522,0.15875,0.16146,0.14139,0.10992,0.10376,0.078517,0.089068,0.073533,0.073367,0.048478,0.042799,0.035101,0.03978,0.029369,0.04203,0.019828,0.013419,0.033182,0.032209,0.013787,0.014591,0.019746,0.010331,0.0032945,0.0061084,0.0060409,0.0040627,0.0036574,0.0035742,0.0030398,0.0035069,0.0030158,0.0020616,0.003539,0.0026776,0.0024767,0.001335,0.0030755,0.0013931,0.0021475,0.0023062,0.0025883,0
0.151,0.61358,0.30339,0.3463,0.43045,0.36572,0.15227,0.22027,0.2985,0.19748,0.18253,0.22474,0.23692,0.23443,0.19021,0.21001,0.20998,0.21235,0.20573,0.1637,0.18844,0.13708,0.14388,0.13416,0.11638,0.10091,0.10728,0.066999,0.11267,0.069756,0.066768,0.055475,0.055939,0.053122,0.014554,0.040481,0.031542,0.024332,0.0019644,0.033497,0.017239,0.016966,0.016766,0.013908,0.012093,0.00070189,0.0075736,0.005561,0.0045749,0.0038437,0.0044684,0.0018952,0.0028043,0.002127,0.0026341,0.0036058,0.0040533,0.0011624,0.0027339,0.0030512,0.0013088,0.0027128,0.00061237,0
0.21386,0.89239,0.28018,0.20591,0.49189,0.38359,0.19565,0.27669,0.29515,0.21437,0.20011,0.25468,0.25456,0.22834,0.23385,0.24105,0.2244,0.18896,0.19682,0.21775,0.15934,0.163,0.1306,0.12437,0.10336,0.10436,0.094038,0.076193,0.064455,0.069042,0.041202,0.034426,0.053215,0.020042,0.039669,0.017873,0.027872,0.023709,0.010551,0.010546,0.013543,0.017808,0.010904,0.010236,0.0056394,0.0056831,0.0056313,0.0030296,0.0027279,0.0021676,0.0020086,0.0010767,0.0014148,0.0022719,0.0017728,0.0024614,0.0022279,0.0019649,0.0012697,0.0022734,0.00055199,0.0026232,0.00088551,0
0.11731,0.57589,0.22897,0.53765,0.40822,0.24242,0.14535,0.32371,0.33225,0.26842,0.20338,0.24597,0.25573,0.23701,0.2571,0.24282,0.20534,0.19084,0.19133,0.18234,0.17045,0.16477,0.15897,0.1369,0.08925,0.11177,0.093666,0.083184,0.065792,0.065775,0.05674,0.056773,0.040253,0.021456,0.031782,0.013453,0.012144,0.026324,0.015963,0.011329,0.0082298,0.0039879,0.0046356,0.010477,0.0090239,0.0095413,0.0083309,0.012509,0.011267,0.010672,0.010465,0.010647,0.0098238,0.0077265,0.010384,0.010168,0.0077204,0.0099048,0.0077104,0.0085177,0.0088939,0.0090208,0.0087819,0
0.083287,1.2523,0.33854,0.20234,0.56998,0.39519,0.16718,0.32853,0.29506,0.1926,0.20483,0.24929,0.26805,0.23845,0.23707,0.19843,0.19752,0.1931,0.21233,0.22434,0.15589,0.16254,0.14439,0.14616,0.12422,0.10298,0.097052,0.096941,0.072901,0.09126,0.076207,0.080111,0.046364,0.040913,0.042535,0.05067,0.026814,0.03835,0.03067,0.017551,0.025889,0.015107,0.014598,0.015308,0.016246,0.015726,0.013402,0.014386,0.013139,0.014057,0.012173,0.014246,0.013632,0.012783,0.013194,0.011654,0.01239,0.012172,0.010611,0.011338,0.012776,0.010223,0.012431,0
0.034473,0.38573,0.32754,0.55573,0.18908,0.1043,0.2816,0.055356,0.067967,0.36525,0.026001,0.088686,0.4377,0.058873,0.095722,0.23722,0.041221,0.066089,0.22047,0.098033,0.075385,0.26807,0.12405,0.07195,0.16673,0.07777,0.053819,0.14521,0.091367,0.084069,0.17416,0.10827,0.11983,0.19168,0.11725,0.13051,0.15408,0.12613,0.11201,0.13972,0.12981,0.10335,0.12232,0.12491,0.10543,0.090371,0.10574,0.10811,0.08868,0.132,0.13064,0.078913,0.13551,0.11735,0.076655,0.12157,0.10646,0.062399,0.10248,0.091605,0.054408,0.10905,0.087099,0
0.052936,0.47919,0.43839,0.52913,0.33382,0.057419,0.2323,0.33603,0.22467,0.25942,0.28421,0.25394,0.25746,0.25739,0.27436,0.26332,0.27719,0.22093,0.23867,0.18908,0.18221,0.15556,0.12646,0.19957,0.083925,0.087977,0.078132,0.11567,0.04704,0.053745,0.05249,0.088707,0.022752,0.018233,0.082633,0.011999,0.012561,0.044765,0.042463,0.029749,0.027932,0.0098209,0.004832,0.0041252,0.006561,0.0047234,0.004766,0.0043402,0.00058524,0.0061258,0.0030294,0.0046246,0.0015332,0.003154,0.0038243,0.0019675,0.00051642,0.0023344,0.0012056,0.0013199,0.0031486,0.0020493,0.0014417,0
0.048757,0.50386,0.38228,0.46174,0.30742,0.08108,0.23361,0.33104,0.29535,0.25134,0.31196,0.28893,0.24985,0.24869,0.26125,0.24623,0.26045,0.23233,0.18083,0.20342,0.23378,0.18372,0.14776,0.23636,0.077647,0.11194,0.14387,0.12801,0.081755,0.045192,0.086996,0.065971,0.03473,0.021864,0.0068124,0.094929,0.032468,0.016412,0.030358,0.053421,0.015195,0.014904,0.015247,0.0037939,0.0049329,0.0058678,0.008847,0.0057227,0.0042213,0.0045347,0.0043383,0.002652,0.0039376,0.0020884,0.002156,0.0029809,0.0022678,0.0041097,0.0025328,0.0024852,0.0042651,0.0025113,0.0033849,0
